msa_customer_number,msa_shipping_number,msa_name,msa_address,msa_city,msa_state,pos_account_number,pos_name,match_type,confidence,weeks_active
88835933,0,POPS GENERAL STORE LLC,"3316 OLD STATE HWY 113,PO BOX 167",TAYLORSVILLE,GA,6788835933,POPS GENERAL STORE LLC,exact_name,high,1
88901154,0,GREASE MONKEY LLC,207 BRUMBELOW RD,CARROLTON,GA,6788901154,GREASE MONKEY LLC,exact_name,high,3
89035195,0,ANANTA C STORE LLC,11983 VETERANS MEMORIAL HWY,DOUGLASVILLE,GA,6789035195,ANANTA C STORE LLC,exact_name,high,2
89184480,0,HKHR LLC/BP 153,343 JOSEPH E LOWERY BLVD SW,ATLANTA,GA,4708918448,HKHR LLC/BP 153,exact_name,high,1
89186980,0,RAYAAN 1 LLC/BP 142,1450 DONNELLY AVE SW,ATLANTA,GA,4708918698,RAYAAN 1 LLC/BP 142,exact_name,high,1
89188290,0,EXPRESS MART AND SUPPLIES LLC,4892 MEMORIAL DR,STONE MOUNTAIN,GA,4708918829,EXPRESS MART AND SUPPLIES LLC,exact_name,high,1
89279441,0,MID TOWN DECATUR MARKET LLC,349 DECATUR STSE,ATLANTA,GA,4045240858,DIXIE NEWS,address,medium,8
89745293,0,BIG BROTHER FOOD MART,1193 LEE ST,ATLANTA,GA,6788189012,LEE FOOD MART INC/KD BUSINESS INC,address,medium,1
89772072,0,RAINA 19 LLC,6139 COVINGTON HWY,LITHONIA,GA,6789772072,RAINA 19 LLC,exact_name,high,6
90088840,0,"AULT CAPITAL,INC/LUCKY LOTTO",1838 COLUMBIA DR STE A,DECATUR,GA,4042890950,LUCKY STAR  LOTTO/ARA,address,medium,2
90617490,0,HAMSA WHOLESALE INC,"3075 BRECKINRIDGE BLVD, STE 440",DULUTH,GA,7709061749,HAMSA WHOLESALE INC,exact_name,high,1
91450500,0,DJ NOVELTIES LLC,298 RACETRACK ROAD,MCDONOUGH,GA,7709145050,DJ NOVELTIES LLC,exact_name,high,8
92275560,0,NAZIR MART INC/GRA,2302  EBENEZER RD,CONYERS,GA,7709227556,DOLAT PARTNERS USA LLC,address,medium,8
94880800,0,STOP BUY FOOD MART,2954 VETRANS MEMORIAL HWY,AUSTELL,GA,4703087943,PRIME CONVENIENCE INC. CHEVRON,address,medium,1
97703180,0,BP FOOD MART,559 JOHNSON FERRY ROAD,MARIETTA,GA,7709770318,BP FOOD MART,exact_name,high,4
98143430,0,AALIYA INVESTMENTS INC,7046 COVINGTON HWY,LITHONIA,GA,4704405525,RIYA INVESTMENT INC,fuzzy_name,medium,5
98155490,0,A&G FOOD MART/CONOCO/GRA/ALEX,6114 COVINGTON HWY,DECATUR,GA,7709815549,A&G FOOD MART/CONOCO/GRA/ALEX,exact_name,high,8
98690010,0,SHANAYA SHALLOWFORD INC,2714 SHALLOWFORD RD NE,ATLANTA,GA,7709869001,SHANAYA SHALLOWFORD INC,exact_name,high,3
98787628,0,BP ROCKBRIDGE,2696 ROCKBRIDGE RD,STONE MOUNTAIN,GA,6098787628,BP ROCKBRIDGE,exact_name,high,1
99079820,0,5540 VENTURES LLC,"540 JONESBORO RD, STE B",LAKE CITY,GA,4709907982,5540 VENTURES LLC,exact_name,high,2
99119820,0,44 IAZEE ENETERPRISE LLC,44 AUBURN GATE LN,AUBURN,GA,4709911982,AUBURN BP INC,address,medium,8
99392500,0,AT CONVENIENCE INC/SHELL FD MT,685 HOLCOMB BRIDGE RD.,ROSWELL,GA,7709939250,AT CONVENIENCE INC/SHELL FD MT,exact_name,high,3
99730520,0,WINDER FOOD MART 752 INC,752 GA HWY 211,WINDER,GA,4709973052,WINDER FOOD MART 752 INC,exact_name,high,6
